caseid_new,s2,partner_deceased,respondent_yrsed,partner_yrsed,q23,hhinc,same_sex_couple,s1a,respondent_race,partner_race,age_difference,q21b,ppage,q9,parental_approval,w3_q5,w3_q1,relationship_quality,w2w3_combo_breakup,w3_broke_up,w3_days_elapsed,w3_q10,w3_q10,q32_internet,pppartyid3,q12,papreligion,q7b,ppmarit,w4_attractive,w4_attractive_partner
2836511,MISSING,0,12,10,1,17250,0,MISSING,0,0,7,18,51,58,MISSING,MISSING,0,4,0,0,842,MISSING,MISSING,0,1,1,2,2,0,MISSING,MISSING
236195,0,0,11,11,2,13750,0,MISSING,0,0,1,18,19,18,0,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,0,1,1,2,2,4,MISSING,MISSING
4412621,MISSING,0,17,16,1,92250,0,MISSING,0,0,0,21,62,62,1,MISSING,0,4,0,0,739,MISSING,MISSING,0,1,1,2,2,0,1,1
4516421,MISSING,0,16,16,2,200000,0,MISSING,0,0,2,24,42,44,1,MISSING,0,4,0,0,760,MISSING,MISSING,0,0,0,0,1,0,2,2
534575,OTHER,MISSING,16,,MISSING,11250,MISSING,MISSING,0,MISSING,,,57,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,11,MISSING,4,MISSING,MISSING
2440651,MISSING,0,7.5,9,0,67250,0,MISSING,0,0,3,37,65,62,MISSING,MISSING,0,4,0,0,773,MISSING,MISSING,0,1,2,1,1,0,1,1
199261,MISSING,0,17,17,2,17250,0,MISSING,0,0,1,19,26,27,1,MISSING,0,4,0,0,786,MISSING,MISSING,0,0,0,1,1,0,1,1
2943451,MISSING,0,12,12,2,67250,0,MISSING,0,0,1,21,45,44,1,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,0,2,5,1,1,0,MISSING,MISSING
564405,MISSING,0,12,13,0,80000,0,MISSING,0,0,31,22,40,71,1,MISSING,0,4,0,0,774,MISSING,MISSING,0,1,0,2,2,4,1,1
1255801,MISSING,0,7.5,14,0,22250,0,MISSING,0,5,0,20,80,80,MISSING,MISSING,0,4,0,0,847,MISSING,MISSING,0,0,0,1,1,0,MISSING,MISSING
927581,OTHER,MISSING,20,,MISSING,137250,MISSING,MISSING,0,MISSING,,,58,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,10,MISSING,0,MISSING,MISSING
3233505,OTHER,MISSING,13,,MISSING,8750,MISSING,MISSING,0,MISSING,,,50,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,11,MISSING,4,MISSING,MISSING
1173661,MISSING,0,13,13,1,27250,0,MISSING,0,0,9,56,66,57,MISSING,MISSING,0,4,0,0,817,MISSING,MISSING,0,1,1,10,10,0,MISSING,MISSING
1568251,MISSING,0,16,14,1,92250,0,MISSING,0,0,1,21,25,24,1,MISSING,0,3,0,0,775,MISSING,MISSING,0,1,4,9,1,0,1,1
4512276,0,0,12,12,0,6250,0,MISSING,0,0,1,17,27,26,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,0,1,10,11,5,MISSING,MISSING
4219751,MISSING,0,16,12,0,80000,0,MISSING,0,0,0,19,75,75,MISSING,MISSING,0,4,0,0,811,MISSING,MISSING,0,2,2,2,1,0,2,0
3767711,MISSING,0,12,12,0,92250,0,MISSING,0,0,1,16,71,72,MISSING,MISSING,0,4,0,0,763,MISSING,MISSING,0,0,0,0,0,0,2,1
1588416,0,0,12,12,0,22250,0,MISSING,0,0,3,37,41,38,1,0,MISSING,3,0,0,773,MISSING,MISSING,1,0,0,10,0,5,0,0
2848761,MISSING,0,9,16,2,37250,0,MISSING,0,0,1,22,76,77,MISSING,MISSING,0,4,0,0,771,MISSING,MISSING,0,0,0,2,2,0,MISSING,MISSING
2328561,MISSING,0,11,12,0,11250,0,MISSING,0,0,3,22,56,53,MISSING,MISSING,0,4,0,0,778,MISSING,MISSING,0,1,1,1,1,0,MISSING,MISSING
1366341,MISSING,0,13,12,0,67250,0,MISSING,0,0,26,21,34,60,1,MISSING,0,4,0,0,784,MISSING,MISSING,0,0,0,12,12,0,2,2
3746371,MISSING,0,14,14,2,67250,0,MISSING,0,0,1,15,37,38,1,MISSING,MISSING,3,MISSING,MISSING,,MISSING,MISSING,0,0,1,2,2,0,MISSING,MISSING
2543495,0,0,16,12,2,80000,0,MISSING,1,1,3,47,49,52,0,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,0,1,2,10,2,4,MISSING,MISSING
1369721,MISSING,0,20,13,0,92250,0,MISSING,0,0,7,55,72,65,MISSING,MISSING,0,4,0,0,780,MISSING,MISSING,0,0,1,1,1,0,1,0
2071506,0,0,14,14,0,112250,1,MISSING,0,0,8,41,50,42,1,0,MISSING,4,0,0,773,MISSING,MISSING,0,1,2,10,1,5,1,1
3404321,MISSING,0,12,12,2,67250,0,MISSING,0,0,1,18,32,31,1,MISSING,0,3,0,0,797,MISSING,MISSING,0,1,4,0,0,0,MISSING,MISSING
4158544,MISSING,0,11,12,0,6250,0,MISSING,1,1,4,48,54,50,MISSING,MISSING,0,4,0,0,813,MISSING,MISSING,0,1,1,8,8,3,MISSING,MISSING
4565321,MISSING,0,16,16,2,162250,0,MISSING,0,0,4,21,32,36,1,MISSING,0,3,0,0,744,MISSING,MISSING,0,1,1,11,12,0,MISSING,MISSING
175455,OTHER,MISSING,16,,MISSING,80000,MISSING,MISSING,0,MISSING,,,45,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
3057321,MISSING,0,16,14,0,162250,0,MISSING,1,1,0,23,32,32,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,1,1,0,0,MISSING,MISSING
4087611,MISSING,0,12,12,1,55000,0,MISSING,0,0,2,24,61,59,1,MISSING,0,3,0,0,777,MISSING,MISSING,0,0,0,0,8,0,MISSING,MISSING
138383,OTHER,MISSING,12,,MISSING,37250,MISSING,MISSING,5,MISSING,,,38,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,2,MISSING,MISSING
197486,0,0,13,17,0,92250,1,MISSING,5,0,1,31,48,47,0,0,MISSING,3,0,0,776,MISSING,MISSING,0,1,1,2,2,5,1,1
3952431,MISSING,0,13,14,0,137250,0,MISSING,0,5,4,22,43,47,1,MISSING,0,1,0,0,788,MISSING,MISSING,0,0,0,0,0,0,MISSING,MISSING
2818471,MISSING,0,16,16,0,200000,0,MISSING,0,0,1,24,47,46,1,MISSING,0,3,0,0,772,MISSING,MISSING,0,0,0,1,1,0,1,0
2747491,MISSING,0,11,12,1,45000,0,MISSING,0,0,5,16,49,54,MISSING,MISSING,0,3,0,0,780,MISSING,MISSING,0,0,4,2,0,0,2,2
2383235,OTHER,MISSING,14,,MISSING,112250,MISSING,MISSING,0,MISSING,,,23,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,4,MISSING,MISSING
1673321,MISSING,0,14,13,0,37250,0,MISSING,5,0,1,28,32,31,0,MISSING,1,1,1,1,821,MISSING,MISSING,0,0,1,3,3,0,MISSING,MISSING
3664623,OTHER,MISSING,16,,MISSING,27250,MISSING,MISSING,2,MISSING,,,62,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,11,MISSING,2,MISSING,MISSING
2121436,0,0,16,13,2,67250,1,MISSING,0,0,1,38,43,44,1,0,MISSING,4,0,0,773,MISSING,MISSING,1,1,1,12,12,5,1,1
2338195,0,0,13,13,1,112250,0,MISSING,0,0,0,17,19,19,1,0,MISSING,4,0,0,778,MISSING,MISSING,0,1,1,2,2,4,1,MISSING
2960245,OTHER,MISSING,12,,MISSING,2500,MISSING,MISSING,0,MISSING,,,24,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,8,MISSING,4,MISSING,MISSING
1970216,0,0,12,13,0,112250,0,MISSING,0,0,1,16,21,22,1,MISSING,MISSING,2,1,MISSING,,MISSING,MISSING,0,1,1,0,2,5,MISSING,MISSING
3388605,OTHER,MISSING,17,,MISSING,67250,MISSING,MISSING,0,MISSING,,,60,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,4,MISSING,MISSING
147245,0,0,12,13,0,92250,0,MISSING,0,0,2,24,24,26,0,0,MISSING,2,0,0,774,MISSING,MISSING,0,1,1,2,1,4,2,MISSING
626255,0,0,16,16,2,67250,0,MISSING,0,0,1,20,25,26,1,0,MISSING,4,0,0,774,MISSING,MISSING,0,0,0,2,10,4,0,0
3651501,MISSING,0,12,13,2,17250,0,MISSING,0,0,5,17,50,55,1,MISSING,1,2,0,2,764,MISSING,MISSING,0,1,1,0,0,0,MISSING,MISSING
1259495,OTHER,MISSING,12,,MISSING,6250,MISSING,MISSING,0,MISSING,,,49,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,0,MISSING,4,MISSING,MISSING
3403215,OTHER,MISSING,13,,MISSING,45000,MISSING,MISSING,0,MISSING,,,21,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,10,MISSING,4,MISSING,MISSING
797421,MISSING,0,16,17,0,112250,0,MISSING,0,0,4,33,42,46,1,MISSING,MISSING,1,1,MISSING,,MISSING,MISSING,0,1,1,11,10,0,MISSING,MISSING
1734805,OTHER,MISSING,12,,MISSING,8750,MISSING,MISSING,0,MISSING,,,80,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
1153741,MISSING,0,11,12,1,17250,0,MISSING,0,0,2,19,74,76,MISSING,MISSING,0,4,0,0,774,MISSING,MISSING,0,0,0,0,0,0,1,1
2957255,OTHER,MISSING,12,,MISSING,32250,MISSING,MISSING,1,MISSING,,,25,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,4,MISSING,MISSING
2905436,0,0,12,14,2,80000,0,MISSING,0,0,7,33,43,50,1,MISSING,MISSING,2,MISSING,MISSING,,MISSING,MISSING,0,0,4,3,0,5,MISSING,MISSING
3406281,MISSING,0,17,17,2,112250,0,MISSING,0,0,9,20,28,37,1,MISSING,0,4,0,0,768,MISSING,MISSING,0,0,1,2,1,0,1,1
2302541,MISSING,0,12,14,2,27250,0,MISSING,5,5,5,25,54,59,MISSING,MISSING,0,3,0,0,774,MISSING,MISSING,0,1,1,2,2,0,1,1
1631443,0,0,13,17,0,92250,0,MISSING,0,0,7,42,44,37,0,MISSING,MISSING,2,1,MISSING,,MISSING,MISSING,0,0,0,1,2,2,MISSING,MISSING
474365,OTHER,MISSING,14,,MISSING,67250,MISSING,MISSING,4,MISSING,,,36,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
976531,MISSING,0,12,13,2,92250,0,MISSING,0,0,0,15,53,53,1,MISSING,0,4,0,0,774,MISSING,MISSING,0,1,1,MISSING,12,0,2,1
1475711,MISSING,0,11,12,2,45000,0,MISSING,5,0,1,23,71,72,MISSING,MISSING,0,4,0,0,780,MISSING,MISSING,0,0,0,2,2,0,MISSING,MISSING
4188612,OTHER,MISSING,7.5,,MISSING,8750,MISSING,MISSING,0,MISSING,,,61,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,1,MISSING,MISSING
2193195,0,0,13,13,2,67250,0,MISSING,1,1,2,19,19,21,1,0,MISSING,4,0,0,773,MISSING,MISSING,0,0,1,10,10,4,0,0
4582532,0,0,13,12,2,45000,0,MISSING,1,1,4,27,53,57,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,1,1,0,0,1,MISSING,MISSING
3099405,0,0,13,11,2,37250,0,MISSING,0,0,10,38,40,50,0,1,MISSING,2,1,1,770,0,0,0,1,1,12,0,4,MISSING,MISSING
601241,MISSING,0,16,16,2,55000,0,MISSING,0,0,4,19,24,28,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,0,2,1,0,MISSING,MISSING
1480621,MISSING,0,16,16,1,92250,0,MISSING,0,0,2,19,62,64,1,MISSING,0,4,0,0,785,MISSING,MISSING,0,1,1,1,1,0,1,1
2745305,0,0,12,12,2,11250,0,MISSING,1,1,24,30,30,54,MISSING,MISSING,MISSING,2,MISSING,MISSING,,MISSING,MISSING,0,1,1,0,0,4,MISSING,MISSING
313592,OTHER,MISSING,17,,MISSING,55000,MISSING,MISSING,0,MISSING,,,59,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,1,MISSING,MISSING
2955792,OTHER,MISSING,20,,MISSING,37250,MISSING,MISSING,0,MISSING,,,79,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,1,MISSING,MISSING
692321,MISSING,0,12,12,1,45000,0,MISSING,0,0,6,24,32,26,1,MISSING,0,3,0,0,804,MISSING,MISSING,0,0,0,0,0,0,MISSING,MISSING
803573,0,0,13,14,0,55000,0,MISSING,0,0,0,53,57,57,1,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,0,1,1,1,2,2,MISSING,MISSING
1054833,OTHER,MISSING,12,,MISSING,13750,MISSING,MISSING,0,MISSING,,,83,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,2,MISSING,MISSING
2329802,OTHER,MISSING,13,,MISSING,32250,MISSING,MISSING,0,MISSING,,,80,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,4,MISSING,1,MISSING,MISSING
273431,MISSING,0,17,16,1,55000,0,0,0,0,0,28,43,43,1,MISSING,0,2,0,0,739,MISSING,MISSING,1,1,1,12,4,0,2,2
648586,0,0,10,12,0,67250,0,MISSING,0,0,12,37,58,46,MISSING,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,0,1,1,12,2,5,MISSING,MISSING
34341,MISSING,0,16,16,0,80000,0,MISSING,0,0,0,20,34,34,1,MISSING,0,4,0,0,774,MISSING,MISSING,0,1,2,11,11,0,1,1
2363391,MISSING,0,16,13,0,92250,0,MISSING,5,0,3,26,39,36,1,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,0,0,0,2,10,0,1,MISSING
2494291,MISSING,0,16,13,0,92250,0,MISSING,0,0,4,24,29,25,1,MISSING,0,4,0,0,816,MISSING,MISSING,0,0,0,3,3,0,1,1
161715,0,0,12,13,1,27250,0,MISSING,0,0,1,20,71,70,MISSING,MISSING,MISSING,4,1,MISSING,,MISSING,MISSING,0,1,2,2,1,4,MISSING,MISSING
3754601,MISSING,0,16,17,2,45000,0,MISSING,4,0,13,18,60,47,0,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,2,12,12,0,MISSING,MISSING
4248445,OTHER,MISSING,16,,MISSING,27250,MISSING,MISSING,0,MISSING,,,44,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
3225411,MISSING,0,12,12,1,13750,0,MISSING,0,0,9,18,41,50,1,MISSING,0,4,0,0,769,MISSING,MISSING,0,1,3,12,12,0,1,1
3150431,MISSING,0,16,17,1,67250,0,MISSING,1,0,3,18,43,46,1,MISSING,0,3,0,0,778,MISSING,MISSING,0,0,2,10,10,0,1,1
39415,OTHER,MISSING,16,,MISSING,67250,MISSING,MISSING,0,MISSING,,,41,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,4,MISSING,MISSING
4476584,OTHER,MISSING,12,,MISSING,80000,MISSING,MISSING,1,MISSING,,,58,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,0,MISSING,3,MISSING,MISSING
3519475,OTHER,MISSING,12,,MISSING,8750,MISSING,MISSING,0,MISSING,,,47,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,4,MISSING,4,MISSING,MISSING
2844291,MISSING,0,13,13,2,67250,0,MISSING,0,0,4,23,29,33,0,MISSING,1,3,1,1,772,MISSING,MISSING,0,0,4,10,2,0,MISSING,MISSING
4457275,OTHER,MISSING,12,,MISSING,92250,MISSING,MISSING,0,MISSING,,,27,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,3,MISSING,4,MISSING,MISSING
4118275,0,0,13,12,2,45000,0,MISSING,1,1,4,21,27,31,1,MISSING,MISSING,2,MISSING,MISSING,,MISSING,MISSING,0,1,1,0,0,4,MISSING,MISSING
3492545,0,0,14,13,0,17250,1,MISSING,0,0,5,31,54,59,0,0,MISSING,4,0,0,767,MISSING,MISSING,0,1,2,12,11,4,2,2
2125215,0,0,13,17,2,137250,0,MISSING,0,0,7,20,21,28,0,MISSING,MISSING,2,1,MISSING,,MISSING,MISSING,0,1,1,0,1,4,MISSING,MISSING
610321,MISSING,0,12,13,0,22250,0,MISSING,0,0,6,26,32,26,1,MISSING,0,4,0,0,774,MISSING,MISSING,1,0,2,10,3,0,1,MISSING
608385,OTHER,MISSING,12,,MISSING,55000,MISSING,MISSING,0,MISSING,,,38,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,0,MISSING,4,MISSING,MISSING
44486,MISSING,0,13,13,2,112250,1,MISSING,1,0,1,44,48,47,1,MISSING,0,3,0,0,781,MISSING,MISSING,1,1,1,11,7,5,1,MISSING
3720492,0,0,16,17,0,32250,1,MISSING,0,0,3,49,49,46,1,0,MISSING,4,0,0,773,MISSING,MISSING,1,1,1,10,10,1,1,0
650616,0,0,14,12,2,27250,0,MISSING,0,0,14,41,61,47,0,0,MISSING,2,0,0,846,MISSING,MISSING,0,1,4,12,12,5,MISSING,MISSING
3678386,0,0,17,16,2,162250,1,MISSING,0,0,1,18,38,39,1,0,MISSING,4,0,0,765,MISSING,MISSING,0,1,1,12,12,5,MISSING,MISSING
4304205,OTHER,MISSING,13,,MISSING,200000,MISSING,MISSING,0,MISSING,,,20,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,MISSING,MISSING,4,MISSING,MISSING
1915281,MISSING,0,16,16,0,80000,0,MISSING,0,0,1,17,28,29,1,MISSING,0,4,0,0,773,MISSING,MISSING,0,0,0,1,1,0,0,0
775703,0,0,11,10,0,13750,0,MISSING,0,0,4,67,70,74,MISSING,0,MISSING,3,0,0,810,MISSING,MISSING,0,1,4,8,0,2,MISSING,MISSING
242355,0,0,16,12,1,55000,0,MISSING,0,0,11,34,35,46,1,MISSING,MISSING,3,MISSING,MISSING,,MISSING,MISSING,0,0,4,0,12,4,MISSING,MISSING
68546,MISSING,0,17,16,0,112250,1,MISSING,0,0,6,34,54,48,0,MISSING,0,3,0,0,774,MISSING,MISSING,0,1,1,2,1,5,2,1
296851,MISSING,0,16,16,1,200000,0,MISSING,0,0,13,35,85,72,MISSING,MISSING,0,4,0,0,775,MISSING,MISSING,0,0,2,1,12,0,1,0
2852225,0,0,13,16,2,37250,1,MISSING,1,1,5,21,22,27,1,0,MISSING,3,0,0,771,MISSING,MISSING,,1,1,0,0,4,MISSING,MISSING
156486,0,0,14,16,2,55000,1,0,3,0,14,40,48,62,MISSING,0,MISSING,4,0,0,743,MISSING,MISSING,1,1,2,2,0,5,0,0
3847441,MISSING,0,10,12,2,45000,0,MISSING,0,0,3,29,44,47,1,MISSING,0,2,0,0,773,MISSING,MISSING,0,1,2,2,12,0,1,1
4195661,MISSING,0,11,12,0,37250,0,MISSING,0,0,1,15,66,65,MISSING,MISSING,0,MISSING,0,0,739,MISSING,MISSING,,0,4,8,10,0,1,1
2436532,OTHER,MISSING,16,,MISSING,55000,MISSING,MISSING,0,MISSING,,,53,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,1,MISSING,MISSING
941545,OTHER,MISSING,13,,MISSING,6250,MISSING,MISSING,1,MISSING,,,54,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
3414471,MISSING,0,12,12,0,37250,0,MISSING,0,0,1,30,47,46,0,MISSING,MISSING,2,0,MISSING,,MISSING,MISSING,0,0,4,1,12,0,MISSING,MISSING
511386,0,0,13,20,2,80000,0,MISSING,5,2,6,34,38,44,0,0,MISSING,3,0,0,789,MISSING,MISSING,1,1,0,11,1,5,3,1
882515,OTHER,MISSING,16,,MISSING,55000,MISSING,MISSING,0,MISSING,,,51,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,4,MISSING,MISSING
848275,OTHER,MISSING,20,,MISSING,137250,MISSING,MISSING,1,MISSING,,,27,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,4,MISSING,MISSING
2907761,MISSING,0,7.5,17,2,45000,0,MISSING,0,0,1,24,76,77,MISSING,MISSING,0,4,0,0,842,MISSING,MISSING,0,1,0,2,2,0,MISSING,MISSING
1704403,OTHER,0,13,12,2,8750,0,MISSING,0,0,10,39,40,30,0,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,0,1,4,1,1,2,MISSING,MISSING
2899523,OTHER,MISSING,17,,MISSING,45000,MISSING,MISSING,0,MISSING,,,52,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,0,MISSING,2,MISSING,MISSING
2881561,MISSING,0,12,12,2,67250,0,MISSING,0,0,2,14,56,58,1,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,0,0,0,2,2,0,MISSING,MISSING
4538473,OTHER,MISSING,12,,MISSING,32250,MISSING,MISSING,0,MISSING,,,47,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,12,MISSING,2,MISSING,MISSING
4520291,MISSING,0,17,16,0,22250,0,MISSING,0,0,2,21,29,27,1,MISSING,0,4,0,0,736,MISSING,MISSING,0,0,0,3,3,0,0,0
3127401,MISSING,0,13,13,0,22250,0,MISSING,0,0,11,21,40,51,1,MISSING,0,4,0,0,759,MISSING,MISSING,0,1,4,10,10,0,3,0
1464431,MISSING,0,16,16,0,112250,0,MISSING,5,5,3,28,43,40,1,MISSING,0,4,0,0,773,MISSING,MISSING,0,1,1,2,2,0,1,0
3283215,OTHER,MISSING,13,,MISSING,162250,MISSING,MISSING,5,MISSING,,,21,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,4,MISSING,MISSING
779623,OTHER,MISSING,17,,MISSING,22250,MISSING,MISSING,0,MISSING,,,62,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,11,MISSING,2,MISSING,MISSING
1560702,MISSING,0,13,12,0,55000,0,MISSING,5,0,1,21,70,69,MISSING,MISSING,1,4,0,2,773,MISSING,MISSING,0,0,2,2,2,1,MISSING,MISSING
109706,OTHER,MISSING,14,,MISSING,37250,MISSING,MISSING,0,MISSING,,,70,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,5,MISSING,MISSING
1105706,0,0,16,16,0,37250,1,MISSING,0,0,3,50,70,67,MISSING,MISSING,MISSING,3,MISSING,MISSING,,MISSING,MISSING,0,1,2,1,2,5,MISSING,MISSING
3547415,0,0,17,14,1,80000,0,MISSING,3,0,4,41,41,45,1,MISSING,MISSING,4,1,MISSING,,MISSING,MISSING,0,1,0,12,1,4,MISSING,MISSING
3760235,OTHER,0,13,16,1,27250,0,MISSING,0,0,0,23,23,23,0,0,MISSING,3,0,0,765,MISSING,MISSING,0,1,2,12,4,4,MISSING,MISSING
385491,MISSING,0,16,17,0,92250,0,MISSING,0,0,1,26,49,50,1,MISSING,0,3,0,0,774,MISSING,MISSING,0,1,1,4,4,0,1,0
1848513,0,0,12,12,0,22250,0,MISSING,5,0,10,45,51,41,1,MISSING,MISSING,3,MISSING,MISSING,,MISSING,MISSING,0,1,0,10,0,2,MISSING,MISSING
3570435,OTHER,MISSING,17,,MISSING,67250,MISSING,MISSING,0,MISSING,,,43,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,4,MISSING,MISSING
1792311,MISSING,0,12,16,2,55000,0,MISSING,0,0,6,15,31,37,1,MISSING,0,3,0,0,782,MISSING,MISSING,0,1,4,0,0,0,1,MISSING
1116792,OTHER,MISSING,16,,MISSING,67250,MISSING,MISSING,0,MISSING,,,79,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,12,MISSING,1,MISSING,MISSING
1709246,MISSING,0,13,13,2,22250,0,MISSING,0,0,3,21,24,27,1,MISSING,0,4,0,0,790,MISSING,MISSING,1,0,2,11,10,5,2,1
2504476,0,0,20,20,0,92250,1,MISSING,0,0,3,34,47,50,1,0,MISSING,3,0,0,772,MISSING,MISSING,0,1,1,2,12,5,1,1
3825551,MISSING,0,11,16,2,45000,0,MISSING,0,0,1,31,55,56,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,1,4,10,12,0,MISSING,MISSING
4141421,MISSING,0,14,13,0,37250,0,MISSING,0,2,4,17,42,46,1,MISSING,0,4,0,0,757,MISSING,MISSING,0,0,0,3,3,0,MISSING,MISSING
3277771,MISSING,0,10,20,2,67250,0,MISSING,1,5,24,46,77,53,1,MISSING,0,4,0,0,772,MISSING,MISSING,0,1,1,0,0,0,1,1
3361453,0,0,17,13,0,17250,1,MISSING,5,0,4,35,45,49,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,2,12,12,2,MISSING,MISSING
2985453,0,0,12,12,2,55000,0,MISSING,0,0,3,32,45,48,1,MISSING,MISSING,2,0,MISSING,,MISSING,MISSING,0,1,0,8,0,2,MISSING,MISSING
2875673,OTHER,MISSING,9,,MISSING,13750,MISSING,MISSING,0,MISSING,,,67,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,8,MISSING,2,MISSING,MISSING
136275,OTHER,0,17,17,0,67250,0,MISSING,2,3,1,26,27,26,0,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,1,1,4,4,10,4,MISSING,MISSING
2491261,MISSING,0,12,12,2,37250,0,MISSING,0,0,0,16,26,26,1,MISSING,0,3,0,0,773,MISSING,MISSING,0,0,0,0,0,0,1,0
4055261,MISSING,0,14,13,2,55000,0,MISSING,1,1,2,18,26,28,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,1,8,8,0,0,0
4117371,MISSING,0,16,12,0,37250,0,MISSING,0,0,13,32,37,24,0,MISSING,0,4,0,0,748,MISSING,MISSING,0,1,1,0,10,0,MISSING,MISSING
822235,OTHER,MISSING,13,,MISSING,11250,MISSING,MISSING,0,MISSING,,,23,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
